amount,asset_description,cap_gains_over_200_usd,disclosure_date,disclosure_year,district,owner,ptr_link,representative,ticker,transaction_date,type
"$1,001 - $15,000","ABIOMEd, Inc.",FALSE,3/12/2020,2020,MN03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,Hon. Dean Phillips,ABMD,2/28/2020,sale_full
"$1,001 - $15,000","ABIOMEd, Inc.",TRUE,7/17/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016915.pdf,Hon. Gilbert Cisneros,ABMD,6/10/2020,sale_partial
"$1,001 - $15,000","ABIOMEd, Inc.",FALSE,9/14/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017355.pdf,Hon. Gilbert Cisneros,ABMD,8/11/2020,purchase
"$15,001 - $50,000","ABIOMEd, Inc.",FALSE,2/18/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015011.pdf,Hon. Gilbert Cisneros,ABMD,1/31/2020,purchase
"$1,001 - $15,000","ABIOMEd, Inc.",FALSE,5/13/2020,2020,CA39,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016567.pdf,Hon. Gilbert Cisneros,ABMD,4/9/2020,purchase
"$1,001 - $15,000",ABM Industries Incorporated,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,ABM,4/30/2019,sale_full
"$1,001 - $15,000",ABM Industries Incorporated,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,ABM,4/16/2019,sale_partial
"$1,001 - $15,000",ABM Industries Incorporated,FALSE,4/27/2020,2020,FL27,--,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf,Hon. Donna Shalala,ABM,1/9/2019,purchase
"$1,001 - $15,000",ABN AMRO BANK N V AMSTERDAM BRANCH UNSPON ADR,FALSE,4/7/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016366.pdf,Hon. Greg Gianforte,AAVMY,3/18/2020,purchase
"$1,001 - $15,000",ABN AMRO BANK N V AMSTERdAM BRANCH UNSPON ADR,FALSE,12/2/2020,2020,MT00,joint,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017780.pdf,Hon. Greg Gianforte,AAVMY,11/13/2020,purchase
"$1,001 - $15,000","Acadia Healthcare Company, Inc",TRUE,3/16/2021,2021,MI03,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf,Mr. Peter Meijer,ACHC,2/16/2021,sale_full
"$1,001 - $15,000",ACADIA Pharmaceuticals Inc,FALSE,7/28/2022,2022,NY27,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Hon. Christopher L. Jacobs,ACAD,6/16/2022,sale_full
