name,duration,playcount,listeners,mbid,url,artist,mbid,url
Stargirl Interlude,0,7286251,513897,,https://www.last.fm/music/The+Weeknd/_/Stargirl+Interlude,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
I Wanna Be Yours,184,11036404,968858,a1ff202f-f271-4646-9aac-ba7c98e3a50c,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Why'd You Only Call Me When You're High?,161,15043942,1232492,4c986184-424a-44bb-ad23-b6261f3d044f,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Late Night Talking,0,6149927,479613,,https://www.last.fm/music/Harry+Styles/_/Late+Night+Talking,Harry Styles,,https://www.last.fm/music/Harry+Styles
Static,0,2553997,286631,,https://www.last.fm/music/Steve+Lacy/_/Static,Steve Lacy,ca9766a0-1c30-43e6-a213-bac1334efc4a,https://www.last.fm/music/Steve+Lacy
Do I Wanna Know?,272,21368128,1551630,f1e57531-e0df-4b3e-938f-1ae30c5b1a11,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Apocalypse,0,8465540,624134,,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,Cigarettes After Sex,34557d8f-ee4a-44ab-ae6e-49bb8ac604d0,https://www.last.fm/music/Cigarettes+After+Sex
Flashing Lights,401,9627143,854264,345ebc54-2f7b-4566-8707-2ea928683753,https://www.last.fm/music/Kanye+West/_/Flashing+Lights,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Blinding Lights,0,20045461,1159324,,https://www.last.fm/music/The+Weeknd/_/Blinding+Lights,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Slow dancing in the dark,0,12841256,764752,,https://www.last.fm/music/Joji/_/Slow+dancing+in+the+dark,Joji,,https://www.last.fm/music/Joji
Ivy,0,13491338,773602,,https://www.last.fm/music/Frank+Ocean/_/Ivy,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
carDIGan,0,14309436,576134,,https://www.last.fm/music/Taylor+Swift/_/carDIGan,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
nights,0,15092849,737558,,https://www.last.fm/music/Frank+Ocean/_/nights,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Father Stretch My Hands Pt. 1,0,10544403,688805,,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Lost,234,11281865,935399,fc739f6f-4e67-433c-a6c2-c97d6bef6034,https://www.last.fm/music/Frank+Ocean/_/Lost,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Money Trees,0,9496768,804184,,https://www.last.fm/music/Kendrick+Lamar/_/Money+Trees,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
Everybody Wants to Rule the World,250,10442974,1283653,e4b347be-ecb2-44ff-aaa8-3d4c517d7ea5,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World,Tears for Fears,7c7f9c94-dee8-4903-892b-6cf44652e2de,https://www.last.fm/music/Tears+for+Fears
Earfquake,0,12442837,821084,,"https://www.last.fm/music/Tyler,+the+Creator/_/Earfquake","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
No Surprises,0,18376718,1773272,980a426e-623e-4ea5-98c7-008d037a0508,https://www.last.fm/music/Radiohead/_/No+Surprises,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,https://www.last.fm/music/Radiohead
Redbone,0,11271683,927668,,https://www.last.fm/music/Childish+Gambino/_/Redbone,Childish Gambino,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,https://www.last.fm/music/Childish+Gambino
Starboy,0,10445570,929261,,https://www.last.fm/music/The+Weeknd/_/Starboy,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Space Song,0,10854465,806333,,https://www.last.fm/music/Beach+House/_/Space+Song,Beach House,d5cc67b8-1cc4-453b-96e8-44487acdebea,https://www.last.fm/music/Beach+House
Happier Than Ever,0,12182828,633106,,https://www.last.fm/music/Billie+Eilish/_/Happier+Than+Ever,Billie Eilish,,https://www.last.fm/music/Billie+Eilish
We Fell In Love In October,0,6404746,602090,,https://www.last.fm/music/Girl+In+Red/_/We+Fell+In+Love+In+October,Girl In Red,,https://www.last.fm/music/Girl+In+Red
N95,0,5389664,525289,,https://www.last.fm/music/Kendrick+Lamar/_/N95,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
NEW MAGIC WAND,0,9539804,653683,,"https://www.last.fm/music/Tyler,+the+Creator/_/NEW+MAGIC+WAND","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
Romantic Homicide,0,2684233,180064,,https://www.last.fm/music/d4vd/_/Romantic+Homicide,d4vd,,https://www.last.fm/music/d4vd
Cruel Summer,0,11728832,456287,,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
This Is Why,0,1000725,137810,,https://www.last.fm/music/Paramore/_/This+Is+Why,Paramore,728ea90d-279b-4201-a8c4-597830883150,https://www.last.fm/music/Paramore
Blank Space,231,13107179,841131,c3fe7791-0a91-4f0a-a89b-b056f38d3cde,https://www.last.fm/music/Taylor+Swift/_/Blank+Space,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Lovers Rock,213,7186732,504787,697eea7f-0067-496c-bc50-2921538e2cc4,https://www.last.fm/music/TV+Girl/_/Lovers+Rock,TV Girl,38f0c7ac-46eb-49ca-b3ab-c785ccd05a60,https://www.last.fm/music/TV+Girl
Style,231,12027992,635344,4459f042-afff-4fa3-b5e5-e10d9782992d,https://www.last.fm/music/Taylor+Swift/_/Style,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Don’t Blame Me,0,7463169,428386,,https://www.last.fm/music/Taylor+Swift/_/Don%E2%80%99t+Blame+Me,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0,7983555,526255,,https://www.last.fm/music/Steve+Lacy/_/Bad+Habit,Steve Lacy,ca9766a0-1c30-43e6-a213-bac1334efc4a,https://www.last.fm/music/Steve+Lacy
Creep,0,18572657,830412,,https://www.last.fm/music/Harry+Styles/_/As+It+Was,Harry Styles,,https://www.last.fm/music/Harry+Styles
after like,0,2064704,249289,,https://www.last.fm/music/Sam+Smith/_/Unholy+(feat.+Kim+Petras),Sam Smith,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,https://www.last.fm/music/Sam+Smith
Family Ties (with Kendrick Lamar),253,18865641,1335374,8dee0224-bcf9-4023-a805-9562bafd3450,https://www.last.fm/music/Arctic+Monkeys/_/505,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Washing Machine Heart,0,9436237,535482,,https://www.last.fm/music/Joji/_/Glimpse+of+Us,Joji,,https://www.last.fm/music/Joji
Heartless,0,11089363,735351,,https://www.last.fm/music/Steve+Lacy/_/Dark+Red,Steve Lacy,ca9766a0-1c30-43e6-a213-bac1334efc4a,https://www.last.fm/music/Steve+Lacy
Save Your Tears,240,17563823,1321584,7edd94f0-3add-48c7-b4ee-0b5300773792,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,The Neighbourhood,97b8d224-5660-419c-8dff-4b3bf0c33983,https://www.last.fm/music/The+Neighbourhood
good 4 u,0,14766015,859521,,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Feel Good Inc.,229,10885685,853350,d823ad32-96ee-4ff0-9653-b99c4d39310a,https://www.last.fm/music/Kanye+West/_/Bound+2,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Summertime Sadness,0,5083813,200882,,https://www.last.fm/music/BLACKPINK/_/Shut+Down,BLACKPINK,,https://www.last.fm/music/BLACKPINK
Woman,0,8386854,638077,,https://www.last.fm/music/The+Weeknd/_/Die+For+You,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
ALIEN SUPERSTAR,0,10956952,734229,,"https://www.last.fm/music/Tyler,+the+Creator/_/See+You+Again+(feat.+Kali+Uchis)","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
Heat Waves,0,9817755,268611,,https://www.last.fm/music/BLACKPINK/_/Pink+Venom,BLACKPINK,,https://www.last.fm/music/BLACKPINK
Me and Your Mama,0,16437194,1168561,,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala
Daddy Issues,0,3728118,295186,,https://www.last.fm/music/Nicki+Minaj/_/sUPeR+fREAky+gIrl,Nicki Minaj,1036b808-f58c-4a3e-b461-a2c4492ecf1b,https://www.last.fm/music/Nicki+Minaj
I Wonder,0,3375968,292934,,https://www.last.fm/music/Beyonc%C3%A9/_/CUFF+IT,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,https://www.last.fm/music/Beyonc%C3%A9
Attention,0,13586305,516261,,https://www.last.fm/music/Taylor+Swift/_/aUgUSt,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Break My Soul,0,7286251,513897,,https://www.last.fm/music/The+Weeknd/_/Stargirl+Interlude,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Jimmy Cooks (feat. 21 Savage),184,11036404,968858,a1ff202f-f271-4646-9aac-ba7c98e3a50c,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Kiss Me More (feat. SZA),161,15043942,1232492,4c986184-424a-44bb-ad23-b6261f3d044f,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
Everlong,0,6149927,479613,,https://www.last.fm/music/Harry+Styles/_/Late+Night+Talking,Harry Styles,,https://www.last.fm/music/Harry+Styles
Mr. Brightside,0,2553997,286631,,https://www.last.fm/music/Steve+Lacy/_/Static,Steve Lacy,ca9766a0-1c30-43e6-a213-bac1334efc4a,https://www.last.fm/music/Steve+Lacy
deja vu,272,21368128,1551630,f1e57531-e0df-4b3e-938f-1ae30c5b1a11,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys
I'm Good (Blue),0,8465540,624134,,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse,Cigarettes After Sex,34557d8f-ee4a-44ab-ae6e-49bb8ac604d0,https://www.last.fm/music/Cigarettes+After+Sex
The Hills,401,9627143,854264,345ebc54-2f7b-4566-8707-2ea928683753,https://www.last.fm/music/Kanye+West/_/Flashing+Lights,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Alright,0,20045461,1159324,,https://www.last.fm/music/The+Weeknd/_/Blinding+Lights,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Yellow,0,12841256,764752,,https://www.last.fm/music/Joji/_/Slow+dancing+in+the+dark,Joji,,https://www.last.fm/music/Joji
PRIDE.,0,13491338,773602,,https://www.last.fm/music/Frank+Ocean/_/Ivy,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Are We Still Friends?,0,14309436,576134,,https://www.last.fm/music/Taylor+Swift/_/carDIGan,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
White Ferrari,0,15092849,737558,,https://www.last.fm/music/Frank+Ocean/_/nights,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Motion Sickness,0,10544403,688805,,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
No Role Modelz,234,11281865,935399,fc739f6f-4e67-433c-a6c2-c97d6bef6034,https://www.last.fm/music/Frank+Ocean/_/Lost,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
Lover,0,9496768,804184,,https://www.last.fm/music/Kendrick+Lamar/_/Money+Trees,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
Sky,250,10442974,1283653,e4b347be-ecb2-44ff-aaa8-3d4c517d7ea5,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World,Tears for Fears,7c7f9c94-dee8-4903-892b-6cf44652e2de,https://www.last.fm/music/Tears+for+Fears
Doin' Time,0,18376718,1773272,980a426e-623e-4ea5-98c7-008d037a0508,https://www.last.fm/music/Radiohead/_/No+Surprises,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,https://www.last.fm/music/Radiohead
hype boy,0,12442837,821084,,"https://www.last.fm/music/Tyler,+the+Creator/_/Earfquake","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
champagne problems,0,11271683,927668,,https://www.last.fm/music/Childish+Gambino/_/Redbone,Childish Gambino,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,https://www.last.fm/music/Childish+Gambino
There Is a Light That Never Goes Out - 2011 Remaster,0,10445570,929261,,https://www.last.fm/music/The+Weeknd/_/Starboy,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
HUMBLE.,0,10854465,806333,,https://www.last.fm/music/Beach+House/_/Space+Song,Beach House,d5cc67b8-1cc4-453b-96e8-44487acdebea,https://www.last.fm/music/Beach+House
Misery Business,0,12182828,633106,,https://www.last.fm/music/Billie+Eilish/_/Happier+Than+Ever,Billie Eilish,,https://www.last.fm/music/Billie+Eilish
Smells Like Teen Spirit,0,6404746,602090,,https://www.last.fm/music/Girl+In+Red/_/We+Fell+In+Love+In+October,Girl In Red,,https://www.last.fm/music/Girl+In+Red
Devil In A New Dress,0,5389664,525289,,https://www.last.fm/music/Kendrick+Lamar/_/N95,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
Poland,0,9539804,653683,,"https://www.last.fm/music/Tyler,+the+Creator/_/NEW+MAGIC+WAND","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
Ni**as In Paris,0,2684233,180064,,https://www.last.fm/music/d4vd/_/Romantic+Homicide,d4vd,,https://www.last.fm/music/d4vd
I Ain't Worried,0,1000725,137810,,https://www.last.fm/music/Paramore/_/This+Is+Why,Paramore,728ea90d-279b-4201-a8c4-597830883150,https://www.last.fm/music/Paramore
Mary On A Cross,0,11728832,456287,,https://www.last.fm/music/Taylor+Swift/_/Cruel+Summer,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Heaven Knows I'm Miserable Now - 2011 Remaster,231,13107179,841131,c3fe7791-0a91-4f0a-a89b-b056f38d3cde,https://www.last.fm/music/Taylor+Swift/_/Blank+Space,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
First Love / Late Spring,213,7186732,504787,697eea7f-0067-496c-bc50-2921538e2cc4,https://www.last.fm/music/TV+Girl/_/Lovers+Rock,TV Girl,38f0c7ac-46eb-49ca-b3ab-c785ccd05a60,https://www.last.fm/music/TV+Girl
mIRrORbaLl,231,12027992,635344,4459f042-afff-4fa3-b5e5-e10d9782992d,https://www.last.fm/music/Taylor+Swift/_/Style,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Call Out My Name,0,7463169,428386,,https://www.last.fm/music/Taylor+Swift/_/Don%E2%80%99t+Blame+Me,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
DESPECHÁ,0,10263777,409155,,https://www.last.fm/music/Taylor+Swift/_/All+Too+Well+(10+Minute+Version)+(Taylor%27s+Version)+(From+The+Vault),Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift
Brooklyn Baby,239,21600274,2209563,d11fcceb-dfc5-4d19-b45d-f4e8f6d3eaa6,https://www.last.fm/music/Radiohead/_/Creep,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,https://www.last.fm/music/Radiohead
Ghost Town,0,4606031,171596,,https://www.last.fm/music/Ive/_/after+like,Ive,,https://www.last.fm/music/Ive
STAR WALKIN' (League of Legends Worlds Anthem),0,8147106,455385,,https://www.last.fm/music/Baby+Keem/_/Family+Ties+(with+Kendrick+Lamar),Baby Keem,,https://www.last.fm/music/Baby+Keem
Sparks,0,10088356,594765,,https://www.last.fm/music/Mitski/_/Washing+Machine+Heart,Mitski,fa58cf24-0e44-421d-8519-8bf461dcfaa5,https://www.last.fm/music/Mitski
Talk that Talk,209,12272624,1597633,a9c00a70-bbf1-4a19-be7e-bdb2d4daf456,https://www.last.fm/music/Kanye+West/_/Heartless,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Need To Know,0,11232351,797106,,https://www.last.fm/music/The+Weeknd/_/Save+Your+Tears,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Chamber of Reflection,0,19327275,863265,,https://www.last.fm/music/Olivia+Rodrigo/_/good+4+u,Olivia Rodrigo,,https://www.last.fm/music/Olivia+Rodrigo
Running Up That Hill (A Deal With God),221,19539017,2116964,5660558a-bfa7-416f-99d9-a34ca0a34515,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596,https://www.last.fm/music/Gorillaz
Matilda,264,15232565,1238862,0eee53f9-7959-4ce4-89bb-a0a473408089,https://www.last.fm/music/Lana+Del+Rey/_/Summertime+Sadness,Lana Del Rey,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey
EXILE (feat. Bon Iver),0,11177981,728772,,https://www.last.fm/music/Doja+Cat/_/Woman,Doja Cat,5df62a88-cac9-490a-b62c-c7c88f4020f4,https://www.last.fm/music/Doja+Cat
INDUSTRY BABY (feat. Jack Harlow),0,4056101,277174,,https://www.last.fm/music/Beyonc%C3%A9/_/ALIEN+SUPERSTAR,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,https://www.last.fm/music/Beyonc%C3%A9
R U Mine?,0,11655582,756828,,https://www.last.fm/music/Glass+Animals/_/Heat+Waves,Glass Animals,20395131-fbde-43ce-b141-b700cfdae99c,https://www.last.fm/music/Glass+Animals
I Love You So,0,6380405,551848,,https://www.last.fm/music/Childish+Gambino/_/Me+and+Your+Mama,Childish Gambino,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,https://www.last.fm/music/Childish+Gambino
Violent Crimes,0,9884147,719763,,https://www.last.fm/music/The+Neighbourhood/_/Daddy+Issues,The Neighbourhood,97b8d224-5660-419c-8dff-4b3bf0c33983,https://www.last.fm/music/The+Neighbourhood
self control,243,8833834,836169,b3a7eae7-1515-45ae-8ca1-ee05544e8965,https://www.last.fm/music/Kanye+West/_/I+Wonder,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051,https://www.last.fm/music/Kanye+West
Typa Girl,0,3828275,183958,,https://www.last.fm/music/NewJeans/_/Attention,NewJeans,,https://www.last.fm/music/NewJeans
Little Dark Age,0,4903481,363785,,https://www.last.fm/music/Beyonc%C3%A9/_/Break+My+Soul,Beyoncé,859d0860-d480-4efd-970c-c05d5f1776b8,https://www.last.fm/music/Beyonc%C3%A9
Sofia,0,3300723,301766,,https://www.last.fm/music/Drake/_/Jimmy+Cooks+(feat.+21+Savage),Drake,b49b81cc-d5b7-4bdd-aadb-385df8de69a6,https://www.last.fm/music/Drake
Ribs,0,15377729,832608,,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),Doja Cat,5df62a88-cac9-490a-b62c-c7c88f4020f4,https://www.last.fm/music/Doja+Cat
mY tEArS rICOchEt,323,16283837,1721678,009f7e7b-5ecf-4cef-a2c1-0f0c736e807e,https://www.last.fm/music/Foo+Fighters/_/Everlong,Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d,https://www.last.fm/music/Foo+Fighters
Evergreen (You Didn’t Deserve Me At All),224,28607435,2567814,37d516ab-d61f-4bcb-9316-7a0b3eb845a8,https://www.last.fm/music/The+Killers/_/Mr.+Brightside,The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,https://www.last.fm/music/The+Killers
Die Hard,0,13956241,686228,,https://www.last.fm/music/Olivia+Rodrigo/_/deja+vu,Olivia Rodrigo,,https://www.last.fm/music/Olivia+Rodrigo
"GONE, GONE / THANK YOU",0,1128617,160492,,https://www.last.fm/music/David+Guetta/_/I%27m+Good+(Blue),David Guetta,302bd7b9-d012-4360-897a-93b00c855680,https://www.last.fm/music/David+Guetta
love dive,0,10332583,974063,,https://www.last.fm/music/The+Weeknd/_/The+Hills,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd
Chanel,0,8941210,768687,,https://www.last.fm/music/Kendrick+Lamar/_/Alright,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
I Was Never There,267,18389053,2123679,8b5bf478-22f8-4902-a1c1-0db82261db58,https://www.last.fm/music/Coldplay/_/Yellow,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,https://www.last.fm/music/Coldplay
Softcore,0,7404145,625572,,https://www.last.fm/music/Kendrick+Lamar/_/PRIDE.,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar
Stay (with Justin Bieber),0,6983308,550755,,"https://www.last.fm/music/Tyler,+the+Creator/_/Are+We+Still+Friends%3F","Tyler, the Creator",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator"
Left and Right (feat. Jung Kook of BTS),0,10656792,620088,,https://www.last.fm/music/Frank+Ocean/_/White+Ferrari,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean
